,id,dp1,dp2,dp3,dp4,dp5,dp6,dp7,dp8,dp9,dp10,dp11,dp12,dp13,dp14,dp15,dp16,dp17,dp18,dp19,dp20,dp21,dp22,dp23,dp24,dp25,counter,date,takes
352,53,33009,32920,32849,32788,32731,32680,32643,32629,32643,32684,32746,32814,32877,32925,32954,32962,32949,32921,32880,32831,32775,32715,32653,32591,32530,2698,2022-03-06-23-56-56.819770,A1
353,53,32472,32415,32363,32317,32280,32256,32244,32244,32253,32267,32284,32300,32312,32320,32323,32317,32302,32282,32259,32243,32248,32299,32424,32644,32956,2699,2022-03-06-23-56-57.135409,A1
354,53,33341,33750,34129,34428,34617,34683,34636,34500,34303,34083,33869,33681,33523,33392,33277,33171,33074,32992,32935,32909,32916,32954,33009,33067,33117,2700,2022-03-06-23-56-57.495957,A1
355,53,33148,33155,33138,33102,33054,32998,32939,32878,32818,32758,32702,32653,32612,32581,32557,32541,32532,32533,32544,32567,32599,32632,32660,32678,32685,2701,2022-03-06-23-56-57.856843,A1
356,53,32683,32674,32664,32657,32650,32644,32638,32633,32632,32654,32729,32886,33140,33484,33883,34279,34614,34842,34945,34925,34804,34609,34381,34151,33947,2702,2022-03-06-23-56-58.126900,A1
357,53,33775,33636,33516,33405,33301,33211,33143,33108,33112,33151,33212,33278,33333,33364,33368,33346,33303,33246,33179,33102,33015,32916,32807,32694,32580,2703,2022-03-06-23-56-58.487228,A1
358,53,32469,32361,32256,32153,32053,31959,31871,31792,31720,31658,31610,31576,31556,31544,31530,31504,31462,31408,31353,31315,31324,31410,31593,31868,32206,2704,2022-03-06-23-56-58.803291,A1
359,53,32559,32873,33099,33215,33219,33129,32972,32777,32575,32388,32227,32094,31984,31893,31820,31767,31744,31759,31813,31899,32003,32106,32188,32242,32262,2705,2022-03-06-23-56-59.118195,A1
360,53,32253,32225,32189,32150,32109,32066,32018,31966,31911,31856,31806,31763,31728,31702,31691,31690,31703,31727,31763,31804,31849,31894,31934,31965,31986,2706,2022-03-06-23-56-59.478730,A1
361,53,31999,32001,31994,31981,31968,31963,31986,32065,32234,32506,32870,33289,33706,34063,34311,34431,34429,34327,34156,33951,33746,33562,33409,33286,33186,2707,2022-03-06-23-56-59.839853,A1
362,53,33100,33026,32962,32917,32898,32911,32958,33031,33114,33196,33262,33305,33321,33313,33284,33239,33182,33118,33049,32976,32902,32828,32757,32691,32628,2708,2022-03-06-23-57-00.154685,A1
363,53,32571,32517,32470,32434,32413,32411,32428,32461,32501,32541,32574,32598,32611,32617,32617,32614,32606,32600,32607,32651,32764,32973,33280,33661,34071,2709,2022-03-06-23-57-00.471726,A1
364,53,34450,34748,34935,35007,34977,34868,34704,34513,34318,34139,33985,33859,33756,33667,33589,33523,33480,33466,33490,33546,33625,33708,33781,33831,33849,2710,2022-03-06-23-57-00.831269,A1
365,53,33834,33792,33731,33659,33578,33494,33406,33314,33221,33131,33046,32970,32906,32852,32810,32776,32748,32724,32700,32677,32656,32637,32617,32596,32573,2711,2022-03-06-23-57-01.146486,A1
366,53,32544,32512,32484,32478,32523,32646,32860,33155,33494,33824,34090,34253,34298,34235,34086,33879,33644,33408,33187,32986,32808,32647,32502,32372,32264,2712,2022-03-06-23-57-01.461519,A1
367,53,32185,32138,32122,32132,32154,32175,32180,32163,32120,32055,31974,31885,31792,31700,31605,31510,31419,31332,31252,31179,31113,31051,30996,30947,30912,2713,2022-03-06-23-57-01.823740,A1
368,53,30895,30901,30925,30964,31006,31047,31083,31122,31186,31304,31502,31787,32144,32537,32913,33221,33429,33522,33509,33409,33252,33071,32892,32735,32608,2714,2022-03-06-23-57-02.137630,A1
369,53,32509,32429,32361,32303,32258,32238,32250,32297,32376,32479,32586,32682,32759,32810,32834,32832,32807,32764,32707,32642,32573,32505,32441,32382,32331,2715,2022-03-06-23-57-02.498029,A1
370,53,32293,32269,32259,32265,32281,32302,32325,32340,32343,32332,32309,32277,32246,32226,32218,32234,32286,32401,32602,32900,33284,33719,34150,34523,34793,2716,2022-03-06-23-57-02.813889,A1
371,53,34940,34962,34878,34719,34521,34317,34131,33971,33834,33705,33575,33440,33307,33188,33099,33049,33043,33069,33117,33173,33224,33262,33279,33273,33245,2717,2022-03-06-23-57-03.128970,A1
372,53,33197,33135,33068,33000,32935,32874,32817,32762,32711,32667,32632,32607,32592,32587,32587,32590,32593,32596,32599,32603,32606,32605,32597,32581,32561,2718,2022-03-06-23-57-03.489324,A1
373,53,32547,32562,32642,32815,33092,33460,33876,34283,34620,34848,34949,34931,34820,34648,34447,34244,34057,33893,33746,33609,33478,33354,33240,33148,33085,2719,2022-03-06-23-57-03.850348,A1
