53,32809,32688,32569,32457,32352,32259,32180,32115,32064,32023,31992,31973,31969,31978,32001,32035,32075,32112,32146,32170,32180,32173,32152,32117,32076,1188,2022-03-06-23-48-40.776008,A1
53,32044,32048,32127,32321,32647,33090,33599,34101,34521,34806,34940,34936,34826,34652,34450,34250,34070,33916,33785,33668,33553,33436,33319,33214,33133,1189,2022-03-06-23-48-41.134841,A1
53,33088,33082,33106,33143,33173,33182,33162,33110,33030,32933,32827,32715,32602,32487,32372,32257,32149,32052,31972,31907,31858,31825,31805,31797,31802,1190,2022-03-06-23-48-41.449740,A1
53,31814,31830,31845,31859,31869,31874,31874,31869,31859,31846,31834,31838,31880,31995,32212,32538,32954,33413,33847,34193,34412,34487,34433,34283,34081,1191,2022-03-06-23-48-41.764347,A1
53,33864,33663,33494,33355,33237,33127,33019,32917,32833,32781,32770,32800,32858,32924,32979,33008,33006,32971,32909,32826,32728,32621,32510,32401,32298,1192,2022-03-06-23-48-42.123350,A1
53,32206,32123,32051,31989,31937,31898,31874,31863,31865,31877,31893,31910,31925,31935,31940,31936,31925,31908,31888,31872,31880,31943,32098,32371,32760,1193,2022-03-06-23-48-42.437818,A1
53,33235,33738,34196,34546,34753,34815,34755,34610,34419,34214,34021,33851,33703,33571,33448,33332,33221,33126,33059,33028,33036,33074,33126,33173,33201,1194,2022-03-06-23-48-42.797858,A1
53,33199,33164,33097,33004,32894,32774,32650,32525,32403,32286,32178,32082,31999,31930,31873,31827,31794,31773,31766,31774,31795,31821,31849,31875,31895,1195,2022-03-06-23-48-43.112992,A1
53,31907,31912,31909,31898,31879,31855,31830,31821,31860,31990,32250,32648,33165,33742,34304,34771,35094,35255,35266,35156,34970,34750,34531,34334,34167,1196,2022-03-06-23-48-43.426342,A1
53,34024,33897,33774,33650,33532,33433,33375,33374,33435,33549,33694,33837,33947,34003,33992,33918,33792,33631,33453,33267,33081,32894,32707,32518,32330,1197,2022-03-06-23-48-43.787290,A1
53,32151,31993,31860,31757,31683,31630,31587,31550,31513,31473,31421,31347,31248,31129,30996,30863,30747,30655,30594,30579,30640,30816,31135,31604,32196,1198,2022-03-06-23-48-44.100394,A1
53,32856,33502,34055,34454,34671,34707,34594,34388,34148,33918,33723,33562,33416,33259,33088,32911,32751,32636,32585,32605,32686,32809,32952,33087,33188,1199,2022-03-06-23-48-44.460321,A1
53,33234,33216,33137,33016,32873,32726,32585,32453,32325,32198,32070,31945,31827,31720,31632,31567,31527,31512,31511,31514,31516,31517,31523,31548,31598,1200,2022-03-06-23-48-44.775194,A1
53,31673,31780,31940,32183,32531,32990,33533,34103,34622,35028,35284,35377,35320,35140,34863,34522,34152,33785,33439,33125,32854,32630,32454,32334,32277,1201,2022-03-06-23-48-45.089207,A1
53,32277,32316,32376,32437,32486,32513,32511,32476,32407,32307,32182,32036,31880,31724,31573,31435,31319,31227,31162,31121,31101,31096,31096,31095,31087,1202,2022-03-06-23-48-45.448715,A1
53,31071,31052,31036,31031,31049,31105,31215,31402,31696,32125,32692,33367,34093,34789,35371,35780,36000,36049,35966,35797,35583,35350,35109,34869,34633,1203,2022-03-06-23-48-45.764379,A1
53,34395,34152,33908,33674,33471,33319,33240,33241,33309,33415,33527,33618,33666,33658,33594,33487,33348,33188,33019,32848,32678,32510,32342,32172,31998,1204,2022-03-06-23-48-46.123268,A1
53,31823,31652,31494,31352,31234,31144,31081,31038,31017,31015,31037,31099,31233,31470,31825,32285,32807,33327,33775,34095,34259,34272,34159,33958,33715,1205,2022-03-06-23-48-46.439408,A1
53,33467,33238,33032,32847,32671,32500,32338,32196,32087,32022,32012,32056,32140,32247,32358,32455,32517,32535,32509,32444,32346,32230,32109,31993,31887,1206,2022-03-06-23-48-46.797473,A1
53,31798,31729,31676,31636,31608,31589,31576,31567,31561,31553,31538,31514,31490,31485,31539,31688,31959,32352,32838,33361,33844,34217,34426,34459,34334,1207,2022-03-06-23-48-47.112266,A1
53,34090,33785,33477,33206,32990,32831,32720,32644,32593,32558,32529,32494,32453,32410,32375,32359,32368,32395,32430,32458,32466,32452,32417,32360,32276,1208,2022-03-06-23-48-47.426433,A1
53,32164,32027,31878,31735,31616,31529,31479,31467,31482,31515,31565,31628,31696,31750,31777,31777,31774,31813,31943,32197,32568,33010,33446,33807,34045,1209,2022-03-06-23-48-47.786285,A1
53,34146,34120,33991,33787,33541,33286,33047,32842,32681,32562,32481,32433,32420,32449,32520,32626,32748,32857,32925,32938,32899,32820,32725,32635,32562,1210,2022-03-06-23-48-48.101613,A1
53,32508,32474,32458,32461,32476,32493,32493,32463,32398,32308,32207,32116,32051,32019,32019,32045,32095,32166,32256,32369,32514,32706,32955,33257,33590,1211,2022-03-06-23-48-48.461267,A1
53,33916,34188,34369,34442,34415,34312,34165,34003,33834,33660,33478,33290,33100,32921,32770,32664,32613,32621,32690,32809,32962,33121,33252,33325,33324,1212,2022-03-06-23-48-48.776322,A1
53,33253,33127,32973,32818,32679,32568,32486,32434,32413,32420,32444,32464,32454,32400,32302,32178,32048,31938,31863,31830,31852,31957,32174,32515,32953,1213,2022-03-06-23-48-49.090332,A1
53,33421,33828,34097,34191,34123,33937,33686,33420,33172,32958,32785,32660,32583,32538,32500,32453,32391,32329,32292,32303,32368,32479,32608,32728,32821,1214,2022-03-06-23-48-49.449567,A1
53,32886,32928,32943,32922,32852,32730,32567,32394,32241,32130,32069,32051,32058,32084,32126,32188,32258,32316,32337,32317,32284,32299,32423,32692,33093,1215,2022-03-06-23-48-49.767019,A1
53,33566,34032,34414,34671,34799,34804,34697,34491,34212,33893,33580,33311,33108,32973,32895,32854,32842,32865,32926,33014,33103,33160,33158,33095,32985,1216,2022-03-06-23-48-50.123960,A1
53,32854,32730,32631,32559,32509,32477,32463,32467,32476,32471,32435,32360,32256,32142,32044,31981,31957,31965,31999,32054,32134,32246,32397,32596,32847,1217,2022-03-06-23-48-50.438939,A1
53,33150,33489,33835,34148,34387,34528,34568,34521,34416,34289,34162,34042,33922,33787,33634,33467,33300,33152,33041,32977,32961,32992,33063,33167,33283,1218,2022-03-06-23-48-50.754052,A1
53,33383,33432,33406,33302,33136,32938,32740,32569,32440,32350,32298,32282,32297,32332,32364,32371,32334,32252,32134,32004,31888,31810,31783,31824,31960,1219,2022-03-06-23-48-51.113841,A1
53,32217,32607,33102,33640,34134,34503,34701,34724,34605,34394,34141,33889,33665,33484,33352,33260,33189,33113,33015,32895,32773,32673,32618,32621,32674,1220,2022-03-06-23-48-51.428170,A1
53,32755,32842,32916,32973,33009,33021,32990,32904,32765,32588,32395,32217,32075,31978,31919,31891,31885,31899,31926,31955,31970,31956,31918,31885,31905,1221,2022-03-06-23-48-51.788359,A1
